"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Rusney Castillo","Red Sox","99","337","7","45","35","7","4.7%","18.7%",".117",".306",".262",".301",".379",".298","83","-1.2","-8.0","5.6","0.9","17016"
"Vic Lombardi","- - -","248","340","0","25","32","3","3.5%","10.0%",".032",".267",".238",".269",".270",".257","42","0.5","-23.2","21.8","0.9","1007722"
"Tim Hosley","- - -","208","434","12","43","53","1","13.1%","16.8%",".128",".234",".215",".324",".342",".311","91","-0.1","-4.5","-0.8","0.9","1006042"
"Roger Bernadina","- - -","548","1480","28","159","121","59","8.2%","21.3%",".118",".288",".236",".307",".354",".295","81","8.7","-24.2","-11.7","0.9","6421"
"John McDonald","- - -","1100","2651","28","276","210","34","4.5%","14.3%",".089",".264",".233",".273",".323",".264","56","-0.5","-143.3","63.0","0.9","395"
"Rudy Hulswitt","- - -","644","2426","3","208","203","49","5.6%","6.8%",".061",".268",".253",".299",".314",".297","87","-5.6","-43.6","-36.5","0.9","1006177"
"Ken Hunt","- - -","310","889","33","107","111","9","9.6%","25.0%",".191",".269",".226",".303",".417",".318","89","0.5","-10.2","-5.8","0.9","1006209"
"Jerry Dybzinski","- - -","468","1037","3","108","93","32","6.8%","10.5%",".056",".261",".234",".293",".290",".270","63","1.2","-44.4","20.2","0.9","1003610"
"Jerry Owens","White Sox","129","430","1","49","18","36","7.0%","16.7%",".043",".319",".262",".319",".305",".286","65","6.7","-12.0","6.7","0.9","6002"
"George Whiteman","- - -","86","301","1","32","31","11","9.0%","3.8%",".085",".286",".271",".345",".357",".345","115","0.5","5.4","-7.0","0.9","1013874"
"Pink Hawley","- - -","399","1301","11","130","163","7","3.2%","11.6%",".101",".289",".241",".272",".342",".287","61","-6.4","-82.3","41.4","0.9","1005517"
"Lou Say","- - -","298","1274","5","181","52","0","2.7%","12.5%",".061",".239",".232",".253",".292",".250","83","0.1","-30.6","-11.0","0.9","1011484"
"Billy Burns","- - -","242","899","5","114","55","46","4.0%","13.2%",".083",".308",".270",".308",".353",".289","81","9.3","-10.7","-10.8","0.9","12701"
"Frank Foreman","- - -","243","832","9","104","73","18","7.5%","15.4%",".106",".244",".224",".291",".330",".299","76","-2.8","-35.4","10.2","0.9","1004229"
"Zach Duke","- - -","546","375","2","17","23","0","3.2%","31.5%",".041",".275",".179",".208",".220",".194","9","-0.2","-43.0","40.2","0.9","3840"
"Skip Schumaker","- - -","1149","3582","28","416","284","26","7.8%","13.3%",".086",".317",".278",".337",".364",".312","93","-8.5","-38.9","-61.2","0.9","3704"
"Jim Jackson","- - -","348","1425","4","159","132","57","7.5%","",".062","",".235",".298",".297",".292","83","2.4","-27.6","-12.2","0.9","1006300"
"Ernie Wingard","Browns","156","267","7","30","38","0","4.1%","11.6%",".154",".240",".232",".267",".386",".298","57","0.2","-15.3","15.3","0.9","1014129"
"Ben Koehler","Browns","208","804","2","82","62","31","7.0%","",".048","",".233",".295",".281",".285","88","0.8","-9.1","-8.1","0.9","1007073"
"Jay Kirke","- - -","320","1226","7","122","148","21","2.9%","9.4%",".084",".333",".301",".328",".385",".341","98","-6.7","-8.9","-25.2","0.9","1006967"
"Joe Niekro","- - -","646","1165","1","55","72","1","3.3%","22.5%",".032",".211",".156",".188",".188",".175","7","0.3","-122.3","93.7","0.9","1009582"
"Ed Barney","- - -","88","323","0","33","22","17","11.5%","10.2%",".033",".255",".224",".324",".257",".294","84","1.3","-4.1","2.5","0.9","1000561"
"Stephen Strasburg","Nationals","206","434","3","19","19","0","4.6%","29.0%",".047",".218",".149",".195",".196",".179","1","-0.2","-51.2","46.6","0.9","10131"
"Jack Hannifin","- - -","158","500","3","50","40","14","9.0%","",".077","",".214",".289",".292",".289","83","-0.1","-8.7","1.1","0.9","1005320"
"Scott Hemond","- - -","298","687","12","79","58","23","9.5%","23.6%",".109",".275",".217",".295",".326",".284","72","-0.9","-25.2","11.5","0.9","1005621"
"Jim Brideweser","- - -","329","697","1","79","50","6","9.0%","11.0%",".060",".285",".252",".322",".311",".294","77","0.9","-18.7","5.0","0.9","1001418"
"Pete Gilbert","- - -","206","850","5","120","105","48","6.4%","11.8%",".070",".267",".242",".321",".311",".315","81","1.3","-25.9","0.3","0.9","1004695"
"Dave Pope","- - -","230","605","12","75","73","7","6.6%","18.7%",".125",".311",".265",".317",".390",".318","92","0.6","-5.8","-5.8","0.9","1010439"
"Dick Sharon","- - -","242","526","13","46","46","6","9.5%","18.1%",".126",".247",".218",".293",".345",".296","81","-1.0","-12.1","4.4","0.9","1011806"
"Ken Hill","- - -","261","426","1","22","21","0","5.6%","22.1%",".036",".205",".150",".209",".186",".189","10","0.0","-45.8","40.3","0.9","1005827"
"Dave McNally","- - -","348","848","9","49","43","0","6.8%","40.1%",".068",".230",".133",".196",".201",".190","18","0.1","-77.8","62.1","0.9","1008655"
"Tom Daley","- - -","183","562","0","73","29","18","12.1%","11.2%",".053",".293",".239",".341",".292",".317","95","-4.6","-7.3","-3.7","0.9","1002946"
"Nick Williams","Phillies","223","791","29","98","105","4","6.6%","26.3%",".176",".339",".269",".330",".446",".333","105","-1.7","3.7","-20.0","0.9","14330"
"Ron Gardenhire","Mets","285","777","4","57","49","13","5.9%","15.7%",".063",".273",".232",".277",".296",".259","61","-0.9","-35.2","18.7","0.9","1004514"
"Pat Dealy","- - -","131","491","2","71","34","45","3.9%","6.4%",".060",".269",".241",".275",".301",".273","80","4.7","-10.7","2.8","0.9","1003104"
"Wayne Tolleson","- - -","863","2614","9","301","133","108","8.4%","14.7%",".052",".284",".241",".307",".293",".278","69","4.6","-93.1","16.4","0.9","1013103"
"Will White","- - -","403","1535","1","167","111","0","3.6%","17.3%",".030",".179",".183",".214",".214",".201","59","-0.1","-89.0","43.4","0.9","1013897"
"Brayan Pena","- - -","638","1950","23","136","164","6","5.4%","11.0%",".092",".280",".259",".299",".351",".286","75","-28.2","-85.5","30.4","0.9","3231"
"Beau Allred","Indians","65","200","4","19","15","2","14.5%","24.0%",".115",".296",".230",".345",".345",".318","96","-0.4","-1.3","3.8","0.9","1000171"
"Hank Johnson","- - -","258","415","2","48","32","0","4.8%","11.8%",".085",".243",".215",".255",".301",".257","43","0.0","-32.3","26.5","0.9","1006461"
"Dixie Howell","- - -","340","1013","12","98","93","1","8.6%","13.8%",".091",".279",".246",".314",".337",".307","72","-0.6","-36.0","11.6","0.9","1006095"
"Jake Thielman","- - -","69","207","0","27","20","4","10.1%","",".097","",".240",".328",".337",".327","108","-0.6","1.0","-0.1","0.9","1012955"
"Adonis Garcia","Braves","244","944","29","104","110","7","3.8%","16.0%",".147",".292",".267",".300",".414",".306","89","-3.6","-17.5","-3.8","0.9","13777"
"Kennys Vargas","Twins","236","859","35","104","116","0","7.6%","29.2%",".185",".322",".252",".311",".437",".322","100","-1.9","-1.5","-18.3","0.9","12101"
"Midre Cummings","- - -","460","1229","22","136","124","9","7.6%","16.3%",".128",".294",".257",".318",".385",".311","81","-0.4","-31.0","-1.8","0.9","1927"
"Bobby Mitchell","- - -","202","707","3","75","43","9","11.9%","11.0%",".065",".274",".243",".336",".308",".298","77","-2.2","-21.0","7.5","0.9","1008996"
"Greg Bird","Yankees","176","659","31","69","97","0","10.3%","26.3%",".220",".243",".214",".302",".434",".316","98","-1.9","-3.6","-10.2","0.9","14131"
"Andrew Romine","- - -","585","1323","10","149","81","40","6.2%","21.7%",".065",".301",".235",".291",".301",".265","63","6.4","-51.1","15.6","0.9","1159"
"Branch Rickey","- - -","120","380","3","38","39","8","7.1%","50.0%",".085",".000",".239",".304",".324",".310","98","-0.9","-1.6","-3.3","0.9","1010934"
"Rube Walker","- - -","608","1758","35","114","192","3","8.5%","12.1%",".114",".241",".227",".294",".341",".292","66","0.7","-73.6","27.8","0.9","1013532"
"Skyrocket Smith","Colonels","58","241","1","27","31","5","10.0%","",".097","",".238",".349",".335",".333","116","-2.8","2.7","-3.0","0.9","1012206"
"Joel Skinner","- - -","564","1551","17","119","136","3","5.2%","25.0%",".083",".299",".228",".269",".311",".263","60","-2.6","-77.6","35.4","0.9","1012039"
"Milt Whitehead","- - -","104","423","1","63","","","1.9%","",".048","",".207",".222",".255",".220","74","0.0","-15.8","3.9","0.9","1013887"
"Craig Wilson","White Sox","139","418","7","54","40","3","7.4%","9.3%",".105",".287",".272",".328",".376",".315","81","0.2","-10.7","4.5","0.9","1014069"
"Chuck Hiller","- - -","704","2344","20","253","152","14","6.7%","8.0%",".073",".257",".243",".299",".316",".280","74","-2.1","-71.7","2.6","0.9","1005812"
"Jhoulys Chacin","- - -","237","374","1","14","21","1","2.7%","20.3%",".033",".238",".187",".212",".221",".194","4","0.0","-42.9","39.6","0.9","2608"
"Matt Downs","- - -","254","582","20","58","66","3","6.9%","20.3%",".176",".258",".230",".296",".406",".308","91","-1.8","-8.5","-1.1","0.9","957"
"Gil Hatfield","- - -","317","1307","6","173","129","81","7.3%","8.3%",".071",".269",".248",".315",".319",".311","82","3.3","-33.3","-9.0","0.9","1005490"
"Cito Gaston","- - -","1026","3339","91","314","387","14","5.5%","20.8%",".141",".301",".256",".298",".397",".313","94","1.0","-19.9","-83.4","0.9","1004566"
"Tommy Beals","- - -","123","547","0","109","66","4","1.5%","2.0%",".087",".248",".243",".254",".330",".264","87","0.9","-12.6","0.2","0.9","1000706"
"Doc Scanlan","- - -","181","467","0","23","23","4","7.3%","18.9%",".036",".222",".188",".251",".224",".239","52","-1.8","-28.2","19.7","0.9","1011490"
"Frank Connaughton","- - -","146","584","4","98","77","26","7.5%","2.8%",".060",".293",".283",".344",".343",".332","81","-0.6","-16.9","4.2","0.9","1002511"
"Lew Ritter","Superbas","462","1579","1","129","120","55","6.1%","",".049","",".219",".271",".268",".264","69","1.8","-53.6","9.0","0.9","1010993"
"Bruce Kison","Pirates","263","457","3","31","31","2","3.5%","34.6%",".084",".258",".163",".200",".248",".206","22","-0.4","-41.2","34.5","0.9","1006978"
"Mickey Brantley","Mariners","302","1222","32","154","125","34","5.5%","11.1%",".148",".269",".259",".300",".407",".313","89","0.6","-14.2","-16.9","0.9","1001360"
"Kerry Wood","- - -","449","404","7","23","32","0","2.7%","28.2%",".078",".230",".171",".196",".249",".196","9","0.0","-47.2","42.9","0.9","304"
"Urbane Pickering","Red Sox","235","880","11","95","92","6","8.2%","14.1%",".115",".293",".257",".319",".372",".319","81","-2.5","-25.4","2.2","0.9","1010317"
"Clint Brown","- - -","437","528","2","42","46","1","8.5%","10.4%",".063",".223",".199",".274",".263",".258","39","0.1","-44.2","34.2","0.9","1001504"
"Tom Wilson","- - -","214","626","15","75","76","0","9.3%","27.0%",".134",".332",".253",".327",".386",".316","88","0.5","-9.0","-3.9","0.9","1328"
"Tyler Chatwood","- - -","167","220","0","16","16","0","3.2%","20.5%",".027",".277",".210",".238",".237",".213","16","-0.1","-22.9","24.1","0.9","4338"
"Bill Hunnefield","- - -","511","1852","9","230","144","67","6.3%","6.0%",".072",".287",".272",".322",".344",".313","76","-1.2","-60.5","2.2","0.9","1006191"
"Charlie Householder","Browns/Stogies","83","322","1","32","","","3.7%","",".081","",".239",".267",".319",".269","99","0.0","-0.4","-6.0","0.9","1006054"
"Pete Kozma","- - -","341","813","5","89","62","8","7.7%","21.4%",".076",".272",".215",".278",".291",".250","54","4.1","-39.1","21.8","0.9","2539"
"Jesus Alou","- - -","1380","4577","32","448","377","31","3.0%","5.8%",".073",".291",".280",".305",".353",".295","86","-9.4","-79.6","-61.8","0.8","1000178"
"Andy Benes","- - -","393","880","8","48","50","0","3.9%","34.9%",".061",".228",".143",".186",".204",".180","-1","0.0","-110.0","89.6","0.8","1144"
"Jesse Levis","- - -","319","752","3","66","60","2","10.1%","8.8%",".052",".277",".255",".336",".307",".298","72","0.3","-27.7","9.7","0.8","1007569"
"Jack Chapman","- - -","113","510","0","64","60","6","1.2%","4.1%",".052",".257",".246",".255",".298",".254","94","0.5","-4.0","-5.7","0.8","1002148"
"Luis Cruz","- - -","195","652","7","57","57","4","3.7%","12.0%",".082",".258",".234",".272",".316",".260","59","-0.2","-31.4","19.5","0.8","3188"
"Floyd Rayford","- - -","390","1115","38","112","117","4","4.9%","20.2%",".152",".276",".244",".283",".397",".302","86","-1.3","-19.9","-8.9","0.8","1010724"
"Scott Leius","- - -","557","1727","28","214","172","16","9.3%","13.7%",".109",".270",".244",".316",".353",".303","78","-3.1","-52.6","2.2","0.8","1007505"
"Teoscar Hernandez","- - -","202","730","34","98","88","5","7.9%","31.1%",".238",".309",".241",".303",".479",".331","109","-2.5","5.2","-21.3","0.8","13066"
"Don Taussig","- - -","153","290","4","38","30","2","7.2%","18.3%",".137",".311",".262",".314",".399",".315","84","-0.3","-6.1","5.1","0.8","1012848"
"Bill Steele","- - -","130","263","0","20","30","0","9.1%","17.9%",".069",".255",".203",".281",".273",".275","61","-1.5","-14.6","13.9","0.8","1012449"
"Spec Shea","- - -","195","337","1","29","33","0","5.6%","18.7%",".064",".244",".195",".245",".258",".239","36","0.1","-26.3","23.4","0.8","1011841"
"Kevan Smith","White Sox","146","497","7","46","51","1","3.8%","14.1%",".095",".315",".281",".318",".376",".302","89","-4.2","-10.9","2.4","0.8","12284"
"Joe Delahanty","Cardinals","270","1043","4","68","100","24","7.1%","",".077","",".238",".301",".315",".305","96","-1.8","-6.5","-20.3","0.8","1003158"
"Jack Phillips","- - -","343","989","9","111","101","5","8.6%","8.7%",".113",".304",".283",".344",".396",".339","94","0.1","-6.8","-17.7","0.8","1010293"
"Eddie Phillips","- - -","312","1121","14","82","126","3","9.3%","10.3%",".108",".256",".237",".312",".345",".308","73","-0.2","-41.5","11.2","0.8","1010289"
"Goat Anderson","Pirates","127","510","1","73","12","27","15.7%","",".019","",".206",".343",".225",".299","89","1.4","-4.4","-4.2","0.8","1000228"
"Bob Harmon","- - -","346","773","1","53","34","9","6.1%","26.8%",".048",".252",".184",".239",".231",".233","39","-1.6","-55.3","38.0","0.8","1005371"
"Doc White","- - -","547","1516","2","147","75","32","9.7%","3.3%",".042",".125",".217",".298",".259",".279","80","-3.6","-37.4","-3.7","0.8","1013864"
"Dick Ruthven","- - -","363","773","1","42","44","2","2.1%","27.4%",".046",".266",".183",".205",".230",".199","13","-1.5","-78.0","61.3","0.8","1011330"
"Glenn Gulliver","Orioles","73","242","1","29","7","0","19.0%","9.5%",".068",".225",".203",".356",".271",".305","88","-0.4","-3.8","4.3","0.8","1005137"
"Merlin Kopp","- - -","187","743","1","96","30","39","12.0%","14.1%",".054",".277",".232",".332",".286",".310","84","3.7","-9.4","-7.2","0.8","1007109"
"Johnny Giavotella","- - -","360","1344","14","148","125","15","4.8%","13.2%",".104",".285",".255",".294",".359",".285","78","1.1","-32.9","-4.3","0.8","6740"
"Derek Lowe","- - -","608","534","1","30","25","1","5.4%","24.2%",".037",".208",".149",".201",".186",".181","3","0.0","-65.6","56.3","0.8","199"
"Nicky Delmonico","White Sox","131","484","17","56","48","3","10.3%","22.9%",".179",".272",".231",".322",".409",".318","101","-2.2","-1.2","-6.5","0.8","13157"
"Gary Alexander","- - -","432","1459","55","169","202","8","10.6%","26.1%",".182",".277",".230",".311",".411",".322","98","-2.8","-6.0","-34.7","0.8","1000123"
"Dan Graham","- - -","143","446","17","39","65","0","6.1%","16.1%",".153",".250",".240",".284",".393",".303","88","0.0","-5.3","-1.2","0.8","1004928"
"Robert Machado","- - -","253","694","11","66","61","0","6.5%","19.5%",".115",".274",".230",".282",".344",".273","61","0.7","-34.3","19.3","0.8","289"
"Dickie Kerr","White Sox","143","324","0","40","21","4","8.6%","8.0%",".065",".241",".218",".295",".284",".281","57","0.1","-18.0","15.1","0.8","1006871"
"Joe Farrell","- - -","353","1524","5","187","132","5","2.3%","9.5%",".059",".260",".232",".249",".291",".248","77","-1.1","-55.4","8.2","0.8","1003946"
"Chip Hale","- - -","333","652","7","62","78","2","8.9%","10.4%",".087",".299",".277",".346",".363",".320","88","-0.9","-10.7","-2.8","0.8","1005220"
"Gorkys Hernandez","- - -","374","1034","20","117","79","28","7.2%","23.1%",".122",".292",".234",".295",".357",".285","78","2.0","-26.5","2.0","0.8","4146"
"Corky Miller","- - -","216","616","11","43","67","1","8.0%","20.0%",".113",".226",".193",".277",".306",".263","54","-1.9","-38.1","25.9","0.8","342"
"Ji-Man Choi","- - -","121","368","17","36","49","4","12.0%","23.6%",".227",".258",".230",".326",".457",".334","113","-2.7","2.9","-7.2","0.8","5452"
"Niko Goodrum","- - -","142","510","16","56","53","12","8.4%","27.8%",".180",".308",".239",".308",".419",".314","96","2.9","0.3","-9.3","0.8","12092"
"Roosevelt Brown","Cubs","228","491","11","44","69","3","7.3%","20.0%",".156",".296",".251",".311",".407",".314","86","-1.2","-9.9","2.3","0.8","268"
"Chief Hogsett","- - -","339","429","6","46","27","0","4.2%","23.1%",".082",".285",".226",".262",".308",".264","42","-0.1","-35.5","28.4","0.8","1005930"
"Randy Ruiz","- - -","68","238","12","41","25","2","6.7%","28.2%",".217",".338",".272",".332",".488",".354","114","1.5","6.1","-6.1","0.8","2761"
"Renato Nunez","- - -","90","292","9","29","26","0","6.8%","25.0%",".154",".306",".248",".308",".402",".309","91","-2.9","-6.0","4.2","0.8","14503"
"Vern Ruhle","Astros","186","225","0","12","9","0","9.8%","42.7%",".027",".314",".148",".244",".176",".209","31","-0.4","-18.2","18.4","0.8","1011297"
"Bill Hawes","- - -","117","511","4","99","9","","1.4%","8.3%",".071",".218",".254",".264",".325",".268","94","0.0","-4.6","-9.3","0.8","1005509"
"Jim O'Neill","Senators","109","354","1","33","43","7","4.0%","9.3%",".107",".317",".287",".321",".394",".334","90","1.1","-3.7","-0.6","0.8","1009813"
"Jeff Newman","- - -","735","2290","63","189","233","7","5.1%","16.1%",".133",".241",".224",".264",".357",".276","70","-3.1","-81.9","16.4","0.8","1009543"
"Chris Jones","- - -","548","1119","30","155","131","26","6.6%","25.6%",".152",".319",".252",".303",".404",".311","85","0.9","-20.0","-8.6","0.8","1006539"
"Wayne Kirby","- - -","516","1325","14","183","119","44","7.4%","12.7%",".093",".281",".252",".309",".345",".295","76","0.0","-40.6","5.9","0.8","1006964"
"Marius Russo","Yankees","122","268","0","23","25","1","6.3%","19.8%",".043",".275",".213",".266",".255",".251","44","0.1","-19.5","18.0","0.8","1011324"
"Darnell McDonald","- - -","331","854","20","102","83","14","8.0%","21.7%",".147",".304",".250",".314",".397",".314","90","-4.0","-14.5","-6.8","0.8","1867"
"Frankie Zak","Pirates","123","240","0","43","14","6","10.8%","9.6%",".034",".303",".269",".350",".303",".319","85","1.0","-3.2","3.4","0.8","1014412"
"Don Mueller","- - -","1245","4594","65","499","520","11","3.6%","3.2%",".093",".294",".296",".322",".390",".323","88","1.9","-67.8","-66.6","0.8","1009278"
"Steve Decker","- - -","263","787","13","60","72","2","9.7%","15.8%",".093",".248",".221",".299",".314",".279","68","-0.1","-30.2","12.4","0.8","1003129"
"Walt McCredie","Superbas","56","242","0","40","20","10","9.9%","",".023","",".324",".397",".347",".363","116","-0.3","4.7","-5.8","0.8","1008432"
"Al Gionfriddo","- - -","228","682","2","95","58","15","13.3%","5.7%",".090",".282",".266",".366",".355",".349","100","2.6","2.5","-17.2","0.8","1004743"
"Mike Marshall","- - -","547","217","1","11","16","0","7.8%","15.2%",".022",".231",".196",".266",".218",".233","39","0.1","-15.0","15.7","0.8","1008144"
"Dan Thomas","Brewers","54","201","6","24","26","1","10.9%","19.4%",".183",".321",".274",".363",".457",".368","132","-1.3","5.7","-4.9","0.8","1012970"
"J.P. Crawford","Phillies","72","225","3","25","18","3","12.9%","26.2%",".144",".294",".214",".333",".358",".309","90","0.8","-2.1","2.8","0.8","15491"
"Donnie Murphy","- - -","335","931","33","102","119","7","6.9%","28.4%",".183",".264",".212",".279",".395",".294","80","1.7","-20.8","-1.8","0.8","4704"
"Al McBean","- - -","424","284","3","21","25","0","2.1%","37.3%",".064",".316",".197",".218",".261",".217","35","0.0","-20.9","18.7","0.8","1008337"
"Max Venable","- - -","727","1561","18","176","128","64","7.7%","14.0%",".104",".272",".241",".302",".345",".292","81","5.4","-29.1","-13.9","0.8","1013401"
"Gerrit Cole","- - -","162","279","3","17","15","0","2.2%","38.4%",".045",".284",".168",".191",".213",".180","7","-0.1","-31.2","30.1","0.8","13125"
"Fred Blanding","Naps","146","330","1","28","24","4","4.2%","16.5%",".050",".243",".216",".258",".266",".256","48","-1.1","-20.6","17.5","0.8","1001045"
"Eric Bruntlett","- - -","512","895","11","115","72","31","8.5%","17.5%",".099",".272",".231",".303",".330",".283","65","6.4","-32.9","12.1","0.8","1753"
"Russ Bauers","- - -","127","220","0","13","13","0","3.6%","18.6%",".039",".301",".242",".270",".280",".258","47","-0.1","-14.6","15.7","0.8","1000681"
"Chico Salmon","- - -","658","1802","31","202","149","46","4.9%","12.9%",".105",".272",".249",".290",".354",".289","84","1.1","-28.8","-13.4","0.8","1011386"
"Ron Darling","- - -","390","608","2","39","21","1","2.5%","28.8%",".059",".211",".144",".169",".203",".170","2","0.1","-68.4","56.1","0.8","1002989"
"Mike Rivera","- - -","189","605","13","51","69","3","7.1%","19.5%",".133",".280",".239",".302",".372",".292","75","-5.6","-24.5","12.8","0.8","493"
"Larry Biittner","- - -","1217","3443","29","310","354","10","6.9%","8.3%",".086",".291",".273",".324",".359",".307","85","-1.8","-57.7","-42.3","0.8","1000962"
"Rocky Nelson","- - -","620","1555","31","186","173","7","8.4%","6.0%",".131",".247",".249",".317",".379",".315","84","0.6","-31.8","-11.8","0.8","1009510"
"Jose Baez","Mariners","114","391","1","47","19","7","6.4%","6.9%",".059",".263",".245",".297",".304",".273","63","1.2","-15.6","10.6","0.8","1000409"
"Edwin Jackson","- - -","411","332","2","24","13","1","4.2%","38.0%",".034",".281",".167",".204",".201",".185","8","-0.4","-36.9","34.2","0.8","1841"
"Chris Burke","- - -","477","1443","23","176","111","40","7.8%","16.8%",".120",".277",".239",".315",".359",".299","76","7.1","-36.9","-2.5","0.8","2164"
"Art Nichols","- - -","241","888","3","112","90","51","5.6%","",".054","",".245",".308",".299",".297","84","4.5","-15.0","-9.3","0.8","1009553"
"Newt Hunter","Pirates","65","248","2","35","24","9","10.1%","17.3%",".134",".311",".254",".345",".388",".353","104","0.1","1.5","-1.9","0.8","1006205"
"Dave Skaggs","- - -","205","578","3","44","49","0","8.8%","13.1%",".061",".276",".241",".309",".302",".282","75","-0.1","-16.7","5.4","0.8","1012029"
"Jason Conti","- - -","182","461","6","47","47","7","7.2%","26.9%",".124",".323",".238",".296",".362",".288","69","0.5","-18.0","9.9","0.8","1199"
"Roberto Petagine","- - -","242","438","12","48","54","1","14.4%","23.5%",".150",".281",".227",".345",".377",".325","96","-2.4","-4.7","-1.8","0.8","8607"
"Roy Carlyle","- - -","174","529","9","61","76","1","4.5%","10.6%",".142",".345",".318",".354",".460",".372","105","0.3","3.9","-14.2","0.8","1001966"
"Rabbit Nill","- - -","296","1115","3","116","77","36","9.2%","",".052","",".212",".297",".264",".283","85","-0.1","-17.9","-12.2","0.8","1009600"
"Ron Jackson","- - -","196","534","17","54","52","6","8.4%","22.3%",".150",".290",".245",".315",".395",".318","93","1.1","-4.1","-5.3","0.8","1006309"
"Bruno Block","- - -","208","619","1","42","69","5","6.3%","14.5%",".073",".239",".232",".281",".304",".284","74","-2.4","-19.2","7.7","0.8","1001077"
"Rick Schu","- - -","579","1729","41","189","134","17","8.0%","16.3%",".138",".276",".246",".310",".384",".311","93","-3.6","-18.7","-31.7","0.8","1011650"
"Johnny Butler","- - -","375","1415","3","115","146","17","7.8%","6.3%",".065",".269",".252",".320",".317",".305","73","2.6","-46.7","9.7","0.8","1001779"
"Reggie Cleveland","Cardinals","116","265","0","13","17","0","2.3%","18.9%",".026",".268",".211",".233",".237",".217","31","0.1","-20.3","18.8","0.8","1002347"
"Jesus Sucre","- - -","226","654","10","47","66","3","4.0%","16.5%",".085",".253",".223",".259",".308",".247","54","-3.7","-39.0","25.0","0.8","5942"
"Cy Young","- - -","918","3101","18","325","290","29","2.6%","12.5%",".071",".229",".210",".234",".282",".245","45","-10.3","-247.6","132.6","0.8","1014369"
"Joe Lake","- - -","208","504","3","39","38","3","1.4%","21.3%",".071",".324",".206",".218",".277",".238","45","-1.7","-32.3","23.3","0.8","1007262"
"Bobby Rose","Angels","73","223","5","24","23","1","6.7%","14.8%",".160",".268",".245",".305",".405",".317","97","-0.2","-1.0","1.1","0.8","1011200"
"Tony Tarasco","- - -","457","1129","34","151","118","39","9.4%","15.1%",".157",".256",".240",".313",".397",".310","83","3.3","-21.7","-9.7","0.8","1486"
"Mike Goliat","- - -","249","919","20","87","99","3","9.0%","13.8%",".122",".245",".225",".300",".348",".303","73","0.1","-31.7","9.7","0.8","1004817"
"Ed Mensor","Pirates","127","307","1","43","8","14","17.3%","12.4%",".061",".259",".221",".367",".283",".332","98","0.7","0.0","-2.5","0.8","1008768"
"Harlin Pool","Reds","127","457","2","46","61","3","4.2%","4.4%",".113",".314",".303",".343",".415",".348","104","0.4","2.6","-9.8","0.8","1010437"
"Skeeter Barnes","- - -","353","675","14","95","83","20","6.1%","11.0%",".130",".272",".259",".306",".389",".310","88","-3.3","-12.8","-1.4","0.8","1000575"
"Carlos Febles","Royals","506","1892","24","255","146","68","8.6%","15.7%",".104",".291",".250",".328",".354",".308","75","4.2","-56.9","-1.2","0.8","598"
"John Kerr","- - -","471","1631","6","172","145","26","7.1%","5.6%",".071",".281",".266",".323",".337",".309","74","-2.4","-60.8","9.2","0.8","1006874"
"Josh Anderson","- - -","179","519","4","73","47","36","5.0%","15.8%",".080",".319",".272",".313",".352",".296","74","5.4","-11.5","1.5","0.8","6032"
"Jackie Hayes","- - -","300","1191","10","106","81","0","3.3%","11.3%",".098",".267",".233",".260",".331",".269","88","-0.9","-24.4","-11.2","0.7","1005527"
"Jose Macias","- - -","659","1789","26","201","173","43","5.2%","13.6%",".115",".285",".256",".298",".371",".293","74","-1.4","-61.4","8.8","0.7","476"
"Marv Throneberry","- - -","480","1331","53","143","170","3","9.8%","22.2%",".179",".269",".237",".311",".416",".322","94","-0.6","-9.9","-24.4","0.7","1013047"
"Alan Bannister","- - -","972","3373","19","430","288","108","8.7%","9.4%",".085",".293",".270",".334",".355",".313","91","7.6","-28.0","-76.8","0.7","1000515"
"Wayne Belardi","- - -","263","680","28","71","74","1","9.7%","14.3%",".181",".244",".242",".330",".422",".341","100","0.7","0.4","-15.0","0.7","1000787"
"Eddie Malone","White Sox","86","281","1","19","26","2","13.9%","9.6%",".066",".286",".257",".361",".324",".333","87","-0.1","-5.1","2.9","0.7","1008037"
"Dilson Herrera","- - -","102","266","11","24","28","2","9.8%","29.7%",".191",".253",".203",".293",".394",".302","91","0.4","-2.7","1.5","0.7","14335"
"Roy Parmelee","- - -","213","416","5","30","34","0","3.1%","27.2%",".081",".277",".207",".232",".288",".240","36","-0.1","-33.9","27.6","0.7","1010016"
"Mike Kelly","- - -","327","749","22","111","86","30","7.2%","25.0%",".180",".299",".241",".300",".421",".315","85","1.2","-13.1","-4.5","0.7","1006809"
"Sam Khalifa","Pirates","164","558","2","39","37","5","9.5%","15.4%",".066",".260",".219",".294",".285",".256","57","-0.7","-28.8","18.2","0.7","1006887"
"Johnny Antonelli","- - -","399","744","15","56","59","1","3.5%","23.5%",".093",".215",".178",".209",".271",".217","26","0.5","-68.9","52.9","0.7","1000277"
"Ebba St. Claire","- - -","164","488","7","39","40","2","7.2%","10.7%",".107",".269",".249",".306",".356",".307","81","0.4","-11.4","2.6","0.7","1012442"
